iterations, matrix_dim, etime, flops
3488, 2048, 3.839099, 19053601316.350529
3488, 2048, 3.366277, 21729840342.907013
3488, 2048, 3.364975, 21738248206.896042
3488, 2048, 3.246293, 22532982007.477451
3488, 2048, 3.221383, 22707222879.117447
3488, 2048, 3.585511, 20401181800.864647
3488, 2048, 3.474033, 21055833885.285488
3488, 2048, 3.296830, 22187574658.080643
3488, 2048, 3.318827, 22040516652.419662
3488, 2048, 3.630063, 20150796765.786160
