iterations, matrix_dim, etime, flops
3488, 2048, 11.978292, 6106768958.379041
3488, 2048, 11.827499, 6184626332.244882
3488, 2048, 10.566898, 6922434735.340494
3488, 2048, 9.215465, 7937598565.020864
3488, 2048, 9.332945, 7837682720.727487
3488, 2048, 10.838358, 6749053847.455491
3488, 2048, 9.914598, 7377874701.525972
3488, 2048, 10.882538, 6721654614.024779
3488, 2048, 9.986435, 7324802270.279634
3488, 2048, 11.606457, 6302410956.246165
