iterations, matrix_dim, etime, flops, cores
3488, 2048, 2.191673, 33375718804.766949, 22
3488, 2048, 2.237404, 32693542051.413155, 22
3488, 2048, 2.203321, 33199275893.072323, 22
3488, 2048, 2.549687, 28689271177.207241, 22
3488, 2048, 3.028161, 24156133626.976902, 22
3488, 2048, 2.049087, 35698172776.460930, 22
3488, 2048, 2.186811, 33449924003.491840, 22
3488, 2048, 2.499133, 29269615406.623016, 22
3488, 2048, 2.410206, 30349547615.432041, 22
3488, 2048, 2.536415, 28839390147.117092, 21
3488, 2048, 2.161342, 33844093974.947048, 21
3488, 2048, 2.079062, 35183492247.946434, 21
3488, 2048, 2.765586, 26449606615.017578, 21
3488, 2048, 2.231195, 32784522087.939423, 21
3488, 2048, 2.444248, 29926857569.281021, 21
3488, 2048, 2.288800, 31959394337.644176, 21
3488, 2048, 2.580913, 28342164869.563602, 21
3488, 2048, 2.498250, 29279960676.473530, 21
3488, 2048, 2.416785, 30266929726.889236, 21
3488, 2048, 2.037799, 35895916015.269417, 20
3488, 2048, 3.168593, 23085534102.991455, 20
3488, 2048, 2.284896, 32014000532.190525, 20
3488, 2048, 2.190606, 33391975444.237808, 20
3488, 2048, 2.576206, 28393948993.209393, 20
3488, 2048, 2.215353, 33018964363.692829, 20
3488, 2048, 2.801486, 26110664754.348228, 20
3488, 2048, 2.708835, 27003734727.290512, 20
3488, 2048, 2.504372, 29208385080.171795, 20
3488, 2048, 2.379232, 30744652795.523933, 20
3488, 2048, 61.630068, 1186898929.918429, 1
3488, 2048, 58.794009, 1244151623.679889, 1
3488, 2048, 58.852754, 1242909749.983833, 1
3488, 2048, 58.964482, 1240554640.334159, 1
3488, 2048, 59.458670, 1230243827.519183, 1
3488, 2048, 59.119728, 1237296994.329879, 1
3488, 2048, 62.829936, 1164232632.037060, 1
3488, 2048, 61.196736, 1195303320.752270, 1
3488, 2048, 58.121637, 1258544417.116125, 1
3488, 2048, 59.165107, 1236348000.858006, 1
3488, 2048, 2.507891, 29167400720.366238, 19
3488, 2048, 2.462526, 29704726674.967087, 19
3488, 2048, 2.781631, 26297040031.549835, 19
3488, 2048, 2.397539, 30509894420.904102, 19
3488, 2048, 2.187230, 33443516118.560921, 19
3488, 2048, 2.360487, 30988800938.111500, 19
3488, 2048, 2.239712, 32659851695.217957, 19
3488, 2048, 2.687884, 27214218232.632065, 19
3488, 2048, 2.356268, 31044287729.579147, 19
3488, 2048, 3.079818, 23750968972.841904, 19
3488, 2048, 2.765486, 26450563033.043739, 18
3488, 2048, 2.239241, 32666721339.954033, 18
3488, 2048, 2.767756, 26428869365.652176, 18
3488, 2048, 2.773225, 26376749726.401573, 18
3488, 2048, 2.478351, 29515053259.203400, 18
3488, 2048, 2.749577, 26603605485.498314, 18
3488, 2048, 2.439909, 29980077847.165611, 18
3488, 2048, 2.893582, 25279622889.553501, 18
3488, 2048, 2.478151, 29517435281.385193, 18
3488, 2048, 2.554263, 28637873922.928059, 18
3488, 2048, 3.161403, 23138037687.697521, 17
3488, 2048, 2.531864, 28891228659.991215, 17
3488, 2048, 2.322381, 31497270155.069302, 17
3488, 2048, 2.857274, 25600856536.684967, 17
3488, 2048, 2.317496, 31563662573.743389, 17
3488, 2048, 3.010131, 24300823372.803379, 17
3488, 2048, 2.917077, 25076013338.009247, 17
3488, 2048, 3.190743, 22925275323.020374, 17
3488, 2048, 3.267048, 22389833807.155575, 17
3488, 2048, 2.485566, 29429378161.754707, 17
3488, 2048, 2.945565, 24833490946.558643, 16
3488, 2048, 2.597723, 28158761253.605564, 16
3488, 2048, 2.994468, 24427932360.606293, 16
3488, 2048, 3.077523, 23768680773.466194, 16
3488, 2048, 3.218453, 22727894973.143932, 16
3488, 2048, 2.560407, 28569153950.914833, 16
3488, 2048, 3.031616, 24128603939.285187, 16
3488, 2048, 2.885578, 25349743365.107445, 16
3488, 2048, 3.057443, 23924783474.295349, 16
3488, 2048, 2.765937, 26446250135.125999, 16
3488, 2048, 3.215458, 22749064599.817509, 15
3488, 2048, 3.895108, 18779623507.230095, 15
3488, 2048, 3.546596, 20625033626.609852, 15
3488, 2048, 3.737166, 19573297455.879669, 15
3488, 2048, 2.714873, 26943677203.316692, 15
3488, 2048, 3.177209, 23022930427.302704, 15
3488, 2048, 3.177851, 23018279258.530373, 15
3488, 2048, 3.123332, 23420072461.076824, 15
3488, 2048, 3.365456, 21735141318.145298, 15
3488, 2048, 2.949211, 24802790224.232853, 15
3488, 2048, 4.248152, 17218937024.852219, 14
3488, 2048, 4.266478, 17144975729.395533, 14
3488, 2048, 3.625138, 20178173012.999779, 14
3488, 2048, 3.957664, 18482787260.363689, 14
3488, 2048, 3.264274, 22408860824.795959, 14
3488, 2048, 4.067502, 17983681817.488964, 14
