iterations, matrix_dim, etime, flops
3488, 2048, 7.081322, 10329803073.493904
3488, 2048, 6.554311, 11160389209.483650
3488, 2048, 6.004695, 12181911281.089214
3488, 2048, 6.121941, 11948606129.983938
3488, 2048, 5.325771, 13734849237.791111
3488, 2048, 6.254329, 11695684982.353823
3488, 2048, 6.799962, 10757216255.032013
3488, 2048, 6.511792, 11233261406.383987
3488, 2048, 5.913372, 12370042297.355892
3488, 2048, 6.376875, 11470926082.132706
